decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,tier,race,pass_bar
9.0,9.0,43.0,3.4,1.06,1.22,1.0,5.0,1.0,4.0,White,1.0
1.0,1.0,28.0,3.1,-1.58,-2.18,1.0,3.0,0.0,4.0,Non-White,1.0
8.0,9.0,35.0,4.0,0.89,1.23,1.0,2.0,1.0,4.0,White,1.0
2.0,4.0,29.0,2.9,-0.98,-0.32,2.0,3.0,1.0,3.0,Non-White,1.0
1.0,1.0,29.5,3.1,-1.23,-1.45,1.0,4.0,1.0,2.0,White,1.0
3.0,2.0,30.0,3.7,-0.62,-0.98,1.0,3.0,1.0,5.0,White,1.0
8.0,8.0,33.0,2.9,0.69,0.79,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,30.0,2.6,-1.83,-2.07,1.0,3.0,0.0,5.0,Non-White,0.0
5.0,5.0,33.0,3.5,-0.01,-0.09,2.0,4.0,0.0,4.0,White,1.0
8.0,8.0,36.0,3.4,0.82,0.82,1.0,4.0,1.0,6.0,White,1.0
10.0,10.0,40.0,4.0,2.23,2.38,1.0,3.0,1.0,4.0,White,1.0
3.0,6.0,37.0,2.4,-0.5,-0.03,1.0,2.0,1.0,2.0,White,1.0
7.0,7.0,35.0,2.8,0.48,0.52,1.0,4.0,1.0,2.0,White,1.0
9.0,9.0,44.0,3.7,1.02,1.03,1.0,4.0,0.0,4.0,White,1.0
8.0,9.0,38.0,3.0,0.67,1.0,1.0,4.0,0.0,5.0,White,1.0
9.0,9.0,35.0,3.6,1.12,1.06,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,32.0,3.4,-1.78,-1.55,2.0,3.0,0.0,3.0,White,1.0
4.0,4.0,33.0,3.3,-0.27,-0.5,1.0,3.0,0.0,3.0,White,1.0
5.0,3.0,43.0,3.7,-0.09,-0.56,1.0,3.0,0.0,4.0,White,1.0
5.0,3.0,37.0,3.0,0.01,-0.54,1.0,3.0,1.0,4.0,White,1.0
7.0,9.0,30.0,3.2,0.48,0.98,1.0,4.0,0.0,3.0,White,1.0
3.0,7.0,39.0,3.1,-0.55,0.29,1.0,2.0,0.0,3.0,White,1.0
10.0,9.0,31.5,3.1,1.31,1.16,2.0,3.0,0.0,3.0,White,1.0
4.0,4.0,32.0,2.7,-0.24,-0.49,1.0,5.0,1.0,3.0,White,0.0
10.0,10.0,42.0,3.5,1.38,1.63,1.0,3.0,0.0,4.0,White,1.0
6.0,5.0,41.0,2.7,0.15,0.01,1.0,4.0,1.0,4.0,Non-White,1.0
3.0,5.0,44.0,3.1,-0.67,-0.17,1.0,4.0,1.0,4.0,White,1.0
7.0,5.0,46.0,3.6,0.41,-0.02,1.0,5.0,1.0,5.0,White,1.0
3.0,4.0,36.0,3.8,-0.67,-0.28,1.0,2.0,0.0,4.0,White,1.0
3.0,3.0,44.0,3.4,-0.64,-0.84,1.0,4.0,1.0,5.0,White,1.0
9.0,8.0,35.0,3.1,1.09,0.82,1.0,3.0,0.0,3.0,White,1.0
5.0,7.0,40.0,3.0,-0.11,0.27,1.0,4.0,0.0,3.0,White,1.0
3.0,4.0,37.0,3.2,-0.52,-0.34,1.0,4.0,1.0,3.0,White,1.0
9.0,10.0,31.0,3.5,1.06,1.52,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,29.5,3.1,-1.28,-1.35,1.0,4.0,0.0,3.0,White,1.0
6.0,5.0,37.0,3.1,0.09,0.01,1.0,5.0,1.0,4.0,White,1.0
1.0,1.0,37.0,3.5,-1.64,-1.91,1.0,2.0,1.0,3.0,White,1.0
5.0,8.0,40.0,3.0,-0.17,0.62,1.0,4.0,0.0,5.0,White,1.0
10.0,10.0,40.0,3.0,2.24,2.95,1.0,2.0,0.0,3.0,White,1.0
10.0,10.0,39.0,3.5,2.06,2.39,1.0,5.0,1.0,3.0,White,1.0
9.0,7.0,38.0,3.3,1.05,0.55,1.0,3.0,0.0,4.0,White,1.0
10.0,9.0,38.0,2.4,2.16,0.92,1.0,4.0,1.0,3.0,White,1.0
5.0,7.0,36.0,3.1,0.0,0.5,1.0,4.0,0.0,3.0,White,1.0
1.0,1.0,23.0,2.1,-1.52,-1.84,1.0,3.0,1.0,2.0,Non-White,0.0
4.0,3.0,34.0,3.1,-0.39,-0.64,1.0,4.0,0.0,5.0,White,1.0
3.0,2.0,35.0,3.3,-0.57,-1.24,1.0,3.0,0.0,3.0,White,0.0
5.0,7.0,44.0,2.9,-0.09,0.34,1.0,4.0,1.0,4.0,White,1.0
6.0,8.0,36.0,3.1,0.27,0.77,1.0,4.0,0.0,3.0,White,1.0
6.0,10.0,40.0,3.6,0.24,1.54,1.0,2.0,1.0,1.0,White,1.0
6.0,4.0,41.0,3.6,0.12,-0.4,1.0,3.0,1.0,4.0,White,1.0
5.0,2.0,37.0,3.2,0.05,-1.25,1.0,4.0,1.0,5.0,Non-White,1.0
1.0,1.0,32.0,3.0,-1.17,-1.76,1.0,3.0,0.0,3.0,Non-White,0.0
7.0,10.0,41.0,3.8,0.48,1.5,1.0,4.0,1.0,5.0,White,1.0
1.0,3.0,24.0,3.3,-1.57,-0.71,1.0,3.0,0.0,3.0,White,1.0
2.0,2.0,32.0,2.4,-0.8,-1.02,1.0,4.0,1.0,2.0,White,0.0
5.0,6.0,39.0,3.1,-0.01,0.21,1.0,5.0,1.0,5.0,White,1.0
7.0,7.0,39.5,3.0,0.43,0.41,1.0,5.0,0.0,4.0,White,1.0
5.0,5.0,38.0,2.9,-0.04,-0.03,2.0,4.0,0.0,5.0,White,0.0
5.0,4.0,41.0,3.4,0.01,-0.37,1.0,4.0,0.0,5.0,Non-White,1.0
9.0,4.0,30.5,3.7,0.93,-0.52,2.0,4.0,0.0,3.0,Non-White,0.0
1.0,1.0,32.0,2.8,-1.28,-1.77,1.0,1.0,0.0,3.0,Non-White,1.0
10.0,6.0,40.0,3.1,1.94,0.21,1.0,4.0,0.0,5.0,White,1.0
10.0,4.0,26.5,3.6,1.54,-0.33,2.0,5.0,0.0,3.0,White,1.0
4.0,2.0,38.0,3.6,-0.35,-1.0,1.0,3.0,1.0,5.0,White,1.0
10.0,8.0,37.0,3.5,1.66,0.72,2.0,2.0,0.0,3.0,White,1.0
5.0,5.0,35.0,3.0,-0.01,-0.24,1.0,3.0,0.0,5.0,White,1.0
10.0,10.0,42.0,3.6,1.63,1.88,1.0,4.0,0.0,3.0,White,1.0
4.0,3.0,30.0,2.5,-0.32,-0.85,1.0,3.0,1.0,4.0,White,1.0
1.0,2.0,37.0,2.9,-1.7,-1.1,1.0,3.0,0.0,5.0,Non-White,1.0
10.0,10.0,33.0,4.0,1.46,1.54,2.0,3.0,0.0,3.0,White,1.0
8.0,4.0,47.0,3.6,0.86,-0.31,1.0,4.0,0.0,5.0,White,1.0
2.0,2.0,37.0,3.7,-1.03,-1.17,1.0,3.0,1.0,4.0,White,1.0
9.0,10.0,42.0,3.2,1.0,1.81,2.0,3.0,0.0,3.0,White,1.0
7.0,6.0,42.0,2.9,0.51,0.18,1.0,4.0,1.0,3.0,White,1.0
5.0,5.0,41.0,3.1,-0.14,-0.05,1.0,3.0,1.0,3.0,White,1.0
10.0,4.0,40.0,3.3,1.62,-0.41,1.0,4.0,1.0,6.0,White,1.0
10.0,10.0,40.0,3.3,1.36,1.32,1.0,4.0,1.0,4.0,White,1.0
6.0,7.0,45.0,3.6,0.16,0.44,1.0,5.0,0.0,6.0,White,1.0
8.0,6.0,48.0,3.2,0.72,0.12,1.0,4.0,0.0,4.0,White,1.0
2.0,2.0,28.5,2.5,-0.76,-1.1,1.0,4.0,1.0,3.0,White,1.0
5.0,4.0,37.0,2.9,-0.18,-0.51,2.0,4.0,0.0,5.0,White,1.0
3.0,1.0,34.0,3.5,-0.54,-1.48,1.0,4.0,1.0,4.0,White,0.0
6.0,5.0,37.5,3.5,0.29,-0.14,2.0,3.0,0.0,3.0,White,1.0
1.0,3.0,35.0,3.0,-1.65,-0.81,1.0,3.0,1.0,3.0,White,1.0
2.0,1.0,38.0,2.9,-1.03,-1.94,1.0,4.0,1.0,4.0,White,0.0
9.0,8.0,44.0,3.0,0.96,0.61,1.0,3.0,1.0,3.0,White,1.0
3.0,2.0,43.0,2.6,-0.75,-1.17,1.0,1.0,1.0,5.0,White,1.0
10.0,8.0,44.0,2.7,1.34,0.56,2.0,5.0,1.0,3.0,White,1.0
1.0,1.0,35.0,3.1,-1.38,-1.48,1.0,3.0,0.0,4.0,White,0.0
9.0,9.0,42.0,3.1,1.13,1.2,1.0,4.0,0.0,3.0,White,1.0
10.0,10.0,30.0,3.5,1.39,1.46,1.0,3.0,1.0,3.0,White,1.0
7.0,3.0,33.0,3.2,0.35,-0.73,1.0,4.0,0.0,3.0,White,1.0
8.0,6.0,37.0,3.3,0.6,0.1,1.0,3.0,1.0,3.0,White,0.0
3.0,2.0,37.0,3.6,-0.53,-0.98,1.0,4.0,0.0,4.0,White,0.0
7.0,6.0,32.0,2.9,0.52,0.18,1.0,4.0,0.0,3.0,White,1.0
9.0,10.0,45.0,3.6,1.0,1.53,1.0,5.0,0.0,5.0,White,1.0
6.0,6.0,40.0,3.6,0.09,0.18,1.0,5.0,0.0,6.0,White,1.0
10.0,10.0,43.0,3.6,1.48,1.79,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,42.0,2.5,1.63,1.58,1.0,4.0,1.0,4.0,White,1.0
10.0,10.0,44.0,3.3,1.7,1.67,1.0,3.0,1.0,5.0,White,1.0
10.0,10.0,37.0,2.9,1.24,1.67,1.0,4.0,1.0,2.0,White,1.0
6.0,6.0,37.0,3.4,0.26,-0.01,1.0,4.0,1.0,3.0,White,1.0
5.0,6.0,32.0,3.6,0.03,0.05,1.0,3.0,1.0,4.0,White,1.0
5.0,5.0,26.0,2.6,-0.05,-0.32,2.0,3.0,0.0,2.0,White,1.0
2.0,1.0,25.0,3.3,-1.08,-1.73,1.0,3.0,0.0,4.0,Non-White,0.0
1.0,2.0,32.0,3.1,-1.38,-0.93,1.0,2.0,0.0,3.0,Non-White,1.0
2.0,1.0,42.0,2.9,-1.0,-1.83,1.0,4.0,0.0,4.0,White,1.0
5.0,6.0,33.0,2.8,0.05,0.21,1.0,3.0,0.0,3.0,White,1.0
8.0,9.0,48.0,3.0,0.62,1.0,1.0,3.0,1.0,4.0,White,1.0
10.0,10.0,35.0,3.1,1.67,1.65,1.0,4.0,1.0,2.0,White,1.0
4.0,2.0,37.0,2.6,-0.24,-0.87,1.0,4.0,1.0,5.0,White,1.0
4.0,5.0,30.5,3.0,-0.2,-0.04,1.0,4.0,1.0,3.0,White,1.0
10.0,10.0,43.0,3.9,1.36,1.29,1.0,2.0,0.0,4.0,White,1.0
4.0,6.0,36.0,3.5,-0.24,0.02,1.0,4.0,1.0,3.0,White,1.0
5.0,6.0,35.0,3.0,-0.03,0.1,1.0,5.0,1.0,4.0,White,1.0
5.0,7.0,42.0,3.1,0.01,0.39,1.0,4.0,1.0,4.0,White,1.0
10.0,10.0,44.0,3.7,1.42,1.65,1.0,5.0,1.0,5.0,White,1.0
6.0,5.0,44.0,3.0,0.3,-0.19,2.0,1.0,1.0,3.0,White,1.0
4.0,4.0,36.5,3.5,-0.25,-0.28,1.0,5.0,0.0,4.0,White,1.0
5.0,6.0,47.0,3.4,-0.06,0.05,1.0,4.0,1.0,4.0,White,1.0
9.0,8.0,40.0,3.2,1.0,0.79,1.0,2.0,1.0,4.0,White,0.0
7.0,5.0,34.0,3.3,0.35,-0.17,1.0,3.0,0.0,3.0,White,1.0
4.0,3.0,39.0,2.5,-0.21,-0.85,1.0,3.0,1.0,3.0,White,1.0
10.0,10.0,37.0,3.3,1.57,1.78,1.0,5.0,1.0,4.0,White,1.0
2.0,2.0,26.0,2.9,-0.74,-0.93,1.0,4.0,0.0,4.0,Non-White,1.0
5.0,6.0,38.0,3.2,-0.04,0.07,1.0,4.0,0.0,4.0,White,1.0
4.0,5.0,35.0,2.8,-0.36,-0.15,1.0,3.0,0.0,2.0,White,1.0
1.0,1.0,38.0,3.5,-1.51,-1.61,1.0,3.0,0.0,4.0,White,0.0
9.0,7.0,42.0,3.6,0.91,0.46,1.0,2.0,1.0,4.0,White,1.0
7.0,7.0,31.0,2.6,0.52,0.33,1.0,4.0,0.0,3.0,White,1.0
2.0,2.0,39.0,3.4,-1.03,-1.23,1.0,5.0,1.0,6.0,Non-White,1.0
8.0,6.0,34.0,2.7,0.73,0.14,1.0,3.0,0.0,3.0,White,1.0
2.0,2.0,40.0,2.9,-0.99,-1.14,1.0,4.0,0.0,6.0,Non-White,1.0
4.0,4.0,40.0,3.7,-0.22,-0.39,1.0,4.0,1.0,5.0,White,1.0
7.0,6.0,35.7,3.7,0.5,0.26,1.0,3.0,1.0,4.0,White,1.0
2.0,3.0,39.0,3.7,-0.91,-0.79,1.0,4.0,0.0,6.0,White,1.0
9.0,9.0,40.0,2.7,1.04,1.02,1.0,4.0,1.0,2.0,White,1.0
6.0,6.0,41.0,3.9,0.17,0.2,1.0,4.0,1.0,3.0,White,1.0
4.0,4.0,39.0,3.3,-0.22,-0.37,1.0,4.0,0.0,5.0,White,1.0
3.0,5.0,39.0,4.0,-0.51,0.02,1.0,4.0,1.0,5.0,White,1.0
9.0,9.0,42.0,3.6,1.22,1.15,1.0,3.0,1.0,4.0,White,1.0
8.0,7.0,42.0,2.8,0.58,0.43,2.0,3.0,1.0,5.0,White,1.0
6.0,6.0,37.0,3.9,0.17,0.28,1.0,3.0,0.0,4.0,White,1.0
7.0,6.0,22.5,3.1,0.45,0.06,1.0,3.0,1.0,1.0,Non-White,1.0
8.0,6.0,36.0,3.2,0.76,0.16,1.0,2.0,1.0,2.0,White,0.0
8.0,6.0,43.0,3.8,0.64,0.19,1.0,4.0,1.0,4.0,White,1.0
6.0,4.0,36.0,3.4,0.05,-0.52,2.0,3.0,1.0,5.0,White,0.0
6.0,5.0,35.0,3.4,0.3,-0.17,1.0,4.0,1.0,3.0,White,1.0
6.0,4.0,23.0,2.8,0.35,-0.37,1.0,3.0,1.0,1.0,Non-White,1.0
4.0,4.0,36.0,2.9,-0.21,-0.54,1.0,4.0,0.0,3.0,White,1.0
8.0,8.0,45.0,3.8,0.65,0.78,1.0,3.0,1.0,6.0,White,1.0
7.0,5.0,36.0,3.6,0.59,0.0,1.0,3.0,1.0,6.0,White,1.0
9.0,9.0,40.0,3.5,1.29,0.94,1.0,3.0,0.0,4.0,White,1.0
1.0,1.0,29.0,3.5,-1.48,-1.48,1.0,2.0,0.0,6.0,Non-White,1.0
3.0,5.0,35.0,3.2,-0.45,-0.17,1.0,4.0,0.0,4.0,White,1.0
5.0,7.0,39.0,3.7,0.02,0.28,1.0,3.0,0.0,3.0,White,1.0
2.0,2.0,36.0,2.7,-1.11,-0.96,2.0,3.0,1.0,5.0,White,0.0
4.0,3.0,33.0,3.2,-0.17,-0.84,1.0,4.0,1.0,4.0,White,0.0
9.0,8.0,29.0,3.7,1.27,0.66,1.0,5.0,1.0,1.0,White,1.0
3.0,3.0,39.5,3.2,-0.5,-0.85,1.0,4.0,0.0,5.0,White,1.0
10.0,10.0,37.0,3.0,1.66,2.34,2.0,3.0,0.0,5.0,White,1.0
6.0,5.0,45.0,3.2,0.11,-0.04,1.0,4.0,1.0,4.0,White,1.0
7.0,6.0,38.0,3.7,0.33,0.15,1.0,2.0,1.0,3.0,White,1.0
7.0,5.0,37.0,3.5,0.29,0.0,1.0,4.0,0.0,5.0,Non-White,0.0
5.0,5.0,37.0,3.1,-0.07,-0.19,2.0,3.0,0.0,5.0,White,1.0
3.0,2.0,35.0,2.9,-0.49,-0.98,1.0,4.0,0.0,2.0,White,1.0
2.0,2.0,28.5,2.4,-0.84,-1.02,1.0,3.0,1.0,3.0,Non-White,0.0
1.0,1.0,33.0,3.5,-2.42,-2.35,1.0,4.0,1.0,6.0,Non-White,1.0
8.0,8.0,34.0,3.4,0.71,0.61,1.0,5.0,0.0,4.0,White,1.0
3.0,5.0,32.0,3.6,-0.47,-0.22,1.0,3.0,0.0,5.0,Non-White,1.0
7.0,7.0,47.0,3.9,0.34,0.49,2.0,2.0,0.0,4.0,White,1.0
1.0,3.0,31.0,3.0,-2.71,-0.59,1.0,2.0,0.0,3.0,White,1.0
7.0,8.0,47.0,2.9,0.56,0.8,1.0,3.0,0.0,3.0,White,1.0
4.0,4.0,36.0,2.1,-0.19,-0.38,1.0,3.0,1.0,3.0,White,0.0
10.0,10.0,38.5,3.2,1.72,1.51,1.0,4.0,1.0,4.0,White,1.0
2.0,2.0,37.0,3.0,-0.7,-0.92,1.0,4.0,0.0,3.0,White,1.0
1.0,2.0,38.5,3.1,-1.34,-1.0,1.0,4.0,1.0,4.0,White,1.0
2.0,2.0,44.0,3.9,-1.08,-1.03,1.0,3.0,1.0,6.0,White,1.0
2.0,1.0,33.0,3.6,-0.96,-1.45,1.0,4.0,0.0,3.0,White,0.0
5.0,6.0,32.5,3.6,0.06,0.16,1.0,3.0,0.0,4.0,White,1.0
10.0,10.0,38.0,3.4,1.46,2.03,1.0,2.0,1.0,4.0,White,1.0
9.0,9.0,42.0,3.5,1.13,1.25,1.0,3.0,0.0,3.0,White,1.0
8.0,7.0,40.0,2.8,0.67,0.52,1.0,4.0,1.0,6.0,White,1.0
4.0,3.0,44.0,3.5,-0.29,-0.83,1.0,2.0,0.0,4.0,Non-White,1.0
3.0,3.0,36.0,3.5,-0.53,-0.81,1.0,4.0,0.0,4.0,White,1.0
9.0,9.0,35.0,3.0,1.05,0.89,1.0,3.0,1.0,3.0,White,1.0
8.0,7.0,44.0,3.3,0.66,0.34,2.0,4.0,1.0,5.0,White,1.0
5.0,6.0,36.0,3.2,-0.11,0.04,1.0,4.0,0.0,5.0,White,1.0
3.0,3.0,42.0,3.8,-0.78,-0.51,1.0,3.0,1.0,6.0,White,1.0
10.0,10.0,41.0,3.4,1.93,1.85,1.0,4.0,0.0,3.0,White,1.0
8.0,8.0,26.0,3.5,0.72,0.7,1.0,3.0,1.0,3.0,White,1.0
7.0,7.0,43.0,3.1,0.49,0.42,1.0,3.0,1.0,4.0,White,1.0
5.0,5.0,31.0,2.7,-0.11,-0.18,2.0,4.0,0.0,4.0,White,1.0
9.0,10.0,44.0,3.8,1.29,1.43,1.0,3.0,0.0,6.0,Non-White,1.0
6.0,2.0,40.0,3.6,0.22,-1.17,2.0,4.0,1.0,5.0,White,1.0
10.0,10.0,36.0,3.7,1.9,1.96,1.0,4.0,0.0,4.0,White,1.0
5.0,5.0,31.0,3.9,-0.05,-0.23,2.0,1.0,0.0,2.0,White,1.0
9.0,8.0,38.0,2.4,0.88,0.75,1.0,4.0,1.0,3.0,White,1.0
6.0,5.0,35.0,2.8,0.24,-0.26,2.0,3.0,1.0,3.0,White,0.0
9.0,8.0,29.5,2.7,1.21,0.71,1.0,3.0,1.0,3.0,White,1.0
7.0,6.0,31.0,3.1,0.31,0.12,1.0,4.0,1.0,3.0,White,1.0
1.0,2.0,29.0,2.6,-1.17,-1.25,1.0,1.0,0.0,4.0,Non-White,0.0
7.0,7.0,38.0,2.9,0.41,0.51,1.0,4.0,0.0,4.0,White,1.0
7.0,7.0,43.0,3.1,0.47,0.29,1.0,3.0,1.0,5.0,White,1.0
9.0,10.0,36.0,3.2,1.0,1.34,1.0,5.0,0.0,6.0,White,1.0
8.0,8.0,37.0,3.1,0.63,0.69,1.0,4.0,1.0,2.0,White,1.0
2.0,5.0,27.0,3.5,-0.93,-0.28,1.0,3.0,1.0,1.0,Non-White,1.0
3.0,4.0,37.0,2.7,-0.48,-0.33,1.0,5.0,0.0,4.0,White,1.0
2.0,1.0,36.0,3.7,-0.73,-1.46,1.0,4.0,1.0,3.0,White,0.0
9.0,9.0,36.0,3.1,0.99,1.06,1.0,4.0,1.0,3.0,White,1.0
4.0,3.0,35.0,3.1,-0.4,-0.59,1.0,4.0,1.0,5.0,White,0.0
4.0,5.0,44.0,3.7,-0.45,-0.01,1.0,4.0,1.0,5.0,White,1.0
4.0,5.0,39.0,3.7,-0.34,-0.15,1.0,4.0,0.0,3.0,White,1.0
8.0,8.0,36.0,2.9,0.71,0.73,1.0,4.0,1.0,2.0,White,1.0
1.0,2.0,29.0,2.6,-1.36,-1.12,1.0,3.0,0.0,1.0,Non-White,1.0
1.0,2.0,29.0,3.3,-1.21,-1.27,1.0,3.0,0.0,3.0,White,0.0
9.0,8.0,39.0,3.5,0.98,0.84,1.0,4.0,0.0,3.0,White,1.0
9.0,8.0,40.0,3.8,1.13,0.75,1.0,3.0,1.0,4.0,White,1.0
8.0,9.0,32.0,3.0,0.79,1.05,2.0,4.0,1.0,4.0,Non-White,1.0
6.0,7.0,33.0,3.5,0.09,0.44,1.0,5.0,0.0,2.0,White,1.0
9.0,10.0,45.0,3.1,1.29,1.39,1.0,5.0,1.0,3.0,White,1.0
9.0,8.0,45.0,3.5,1.1,0.76,1.0,5.0,0.0,5.0,White,1.0
2.0,2.0,40.0,3.1,-1.03,-1.07,1.0,3.0,1.0,4.0,Non-White,1.0
10.0,10.0,43.0,3.6,2.05,1.95,1.0,4.0,0.0,3.0,White,1.0
9.0,9.0,33.0,3.6,1.11,1.15,1.0,4.0,0.0,3.0,White,1.0
1.0,2.0,28.0,3.1,-1.13,-1.09,1.0,2.0,0.0,3.0,Non-White,1.0
9.0,10.0,40.0,3.8,1.11,1.86,1.0,3.0,0.0,3.0,White,1.0
5.0,5.0,28.0,3.7,0.0,-0.12,1.0,3.0,1.0,3.0,White,1.0
1.0,1.0,22.0,3.0,-2.04,-2.23,1.0,2.0,0.0,5.0,Non-White,0.0
3.0,6.0,40.0,2.9,-0.43,0.09,1.0,3.0,0.0,3.0,Non-White,1.0
6.0,5.0,42.0,3.6,0.26,-0.2,1.0,4.0,1.0,3.0,White,1.0
5.0,7.0,37.0,3.1,-0.1,0.52,1.0,4.0,1.0,5.0,White,0.0
4.0,8.0,39.0,3.4,-0.23,0.63,1.0,2.0,1.0,3.0,White,1.0
3.0,2.0,23.0,2.8,-0.5,-0.94,1.0,2.0,1.0,4.0,Non-White,1.0
9.0,10.0,43.0,3.7,1.27,1.62,1.0,3.0,0.0,4.0,White,1.0
1.0,6.0,39.0,3.8,-1.21,0.17,1.0,2.0,1.0,5.0,White,1.0
2.0,1.0,44.0,2.6,-0.85,-1.55,2.0,5.0,1.0,5.0,Non-White,0.0
2.0,3.0,27.0,2.7,-0.72,-0.65,1.0,4.0,1.0,3.0,White,1.0
1.0,1.0,30.0,3.4,-2.02,-1.7,1.0,2.0,0.0,4.0,White,1.0
2.0,4.0,42.0,3.8,-0.96,-0.35,1.0,4.0,0.0,5.0,White,1.0
2.0,2.0,29.0,3.6,-0.89,-1.05,1.0,3.0,1.0,2.0,White,1.0
6.0,3.0,45.0,3.2,0.31,-0.67,1.0,3.0,1.0,4.0,White,0.0
8.0,8.0,42.0,3.5,0.92,0.67,1.0,5.0,1.0,6.0,White,1.0
3.0,2.0,35.0,2.8,-0.51,-1.07,1.0,2.0,1.0,5.0,Non-White,1.0
2.0,3.0,35.0,3.6,-0.98,-0.75,1.0,3.0,1.0,4.0,White,1.0
2.0,2.0,44.0,3.0,-0.9,-0.86,1.0,4.0,0.0,5.0,Non-White,1.0
3.0,6.0,35.5,2.8,-0.63,0.16,1.0,3.0,1.0,2.0,White,1.0
3.0,4.0,30.5,3.3,-0.69,-0.51,1.0,5.0,0.0,2.0,White,0.0
2.0,5.0,47.0,3.6,-0.89,-0.15,1.0,4.0,1.0,6.0,White,1.0
9.0,9.0,36.5,3.9,1.0,0.98,1.0,4.0,0.0,5.0,White,1.0
2.0,3.0,36.0,3.5,-0.8,-0.76,1.0,3.0,0.0,5.0,White,1.0
5.0,5.0,34.0,3.3,-0.03,-0.28,1.0,3.0,1.0,3.0,White,1.0
2.0,1.0,42.0,3.6,-0.77,-1.39,1.0,4.0,0.0,3.0,White,1.0
5.0,4.0,35.0,2.8,-0.12,-0.27,1.0,2.0,0.0,4.0,Non-White,1.0
7.0,8.0,41.0,3.7,0.53,0.59,1.0,4.0,0.0,5.0,White,1.0
1.0,1.0,36.0,3.3,-1.98,-1.42,1.0,4.0,0.0,5.0,Non-White,1.0
4.0,2.0,24.3,3.1,-0.36,-1.16,1.0,3.0,0.0,3.0,White,0.0
1.0,1.0,25.0,3.4,-1.76,-1.62,1.0,4.0,1.0,2.0,White,1.0
4.0,5.0,35.0,3.2,-0.36,-0.03,1.0,3.0,0.0,3.0,White,1.0
5.0,3.0,26.5,3.1,-0.07,-0.64,1.0,2.0,1.0,3.0,Non-White,1.0
1.0,2.0,40.0,3.9,-1.5,-1.22,1.0,4.0,1.0,5.0,White,1.0
6.0,7.0,36.0,3.4,0.14,0.31,2.0,3.0,1.0,4.0,White,1.0
5.0,4.0,33.0,2.9,-0.04,-0.55,1.0,4.0,1.0,2.0,White,1.0
1.0,1.0,29.0,3.5,-2.36,-2.61,1.0,3.0,0.0,6.0,Non-White,1.0
2.0,3.0,27.0,2.9,-0.96,-0.71,1.0,4.0,0.0,5.0,White,1.0
7.0,5.0,34.0,3.0,0.31,-0.05,1.0,4.0,1.0,5.0,White,1.0
2.0,2.0,44.0,3.1,-1.03,-1.29,1.0,3.0,1.0,5.0,White,1.0
3.0,4.0,38.0,2.5,-0.44,-0.26,2.0,3.0,1.0,4.0,White,1.0
2.0,2.0,47.0,3.6,-0.93,-1.07,1.0,4.0,1.0,6.0,Non-White,1.0
6.0,5.0,36.0,3.3,0.32,-0.21,1.0,4.0,1.0,4.0,White,1.0
9.0,9.0,39.0,2.7,1.01,0.9,1.0,3.0,1.0,3.0,White,1.0
3.0,3.0,34.0,3.2,-0.46,-0.81,2.0,3.0,0.0,2.0,White,0.0
4.0,5.0,42.0,2.9,-0.18,-0.08,1.0,4.0,1.0,4.0,White,1.0
8.0,6.0,26.0,2.5,0.71,0.08,1.0,3.0,1.0,1.0,Non-White,0.0
4.0,6.0,33.5,3.3,-0.23,0.11,1.0,4.0,0.0,5.0,White,1.0
5.0,5.0,38.0,3.3,-0.03,-0.04,1.0,4.0,1.0,6.0,Non-White,1.0
3.0,3.0,40.0,3.7,-0.7,-0.87,1.0,4.0,1.0,3.0,White,1.0
6.0,3.0,38.5,2.5,0.12,-0.61,2.0,3.0,1.0,5.0,White,1.0
4.0,2.0,37.0,2.8,-0.28,-1.17,1.0,4.0,1.0,3.0,White,1.0
3.0,1.0,24.0,2.6,-0.53,-1.77,1.0,3.0,0.0,1.0,Non-White,0.0
3.0,3.0,43.0,3.7,-0.53,-0.67,1.0,5.0,1.0,6.0,White,1.0
3.0,5.0,33.0,3.4,-0.49,-0.18,2.0,2.0,0.0,6.0,White,1.0
6.0,9.0,36.0,3.6,0.2,0.9,1.0,4.0,1.0,5.0,White,1.0
9.0,9.0,48.0,3.5,1.11,0.84,1.0,5.0,1.0,6.0,Non-White,1.0
5.0,3.0,36.0,3.3,-0.07,-0.7,1.0,2.0,0.0,5.0,Non-White,1.0
4.0,7.0,36.0,3.3,-0.26,0.46,1.0,4.0,0.0,3.0,White,1.0
10.0,10.0,46.0,3.3,1.72,2.03,1.0,4.0,1.0,6.0,White,1.0
2.0,3.0,28.0,2.7,-1.08,-0.89,1.0,5.0,0.0,3.0,Non-White,0.0
8.0,10.0,37.0,3.5,0.81,1.83,1.0,2.0,0.0,3.0,White,1.0
1.0,1.0,35.0,2.5,-1.23,-1.54,1.0,3.0,1.0,3.0,White,0.0
2.0,1.0,26.5,2.9,-0.81,-1.44,1.0,2.0,1.0,3.0,Non-White,1.0
10.0,10.0,38.0,3.3,2.16,1.78,1.0,4.0,1.0,4.0,White,1.0
4.0,4.0,48.0,3.2,-0.33,-0.46,1.0,4.0,0.0,5.0,White,1.0
